Album Name,Artist,Spotify URI,credit: YOUR NAME HERE!,Anthony Fantano's Score
While (1 Is Less Than 2),Deadmau5,spotify:album:7iDqcnIHjisPl2Yf4hsf8f,Stan Monsta X,7
Roads To The North,Panopticon,spotify:album:3Wj3kaoFezsJQrPAkgi4a6,Stan Monsta X,8
Trouble In Paradise,La Roux,spotify:album:5RDoYTf4YYNQby1ECCwR2C,Stan Monsta X,8
Mandatory Fun,"""Weird Al"" Yankovic",spotify:album:36jlZKG1sNZQA2HbWdYveV,Stan Monsta X,7
World Peace is None of Your Business,Morrissey,spotify:album:1QEDYBUqjyr4SYC9K45MiO,( Anonymous ),5
Lese Majesty,Shabazz Palaces,spotify:album:6Xx2yfMXUlZZZfiPbIuWFH,Stan Monsta X,5
The Flesh Prevails,Fallujah,spotify:album:7I8tn0SkUVptOpmEVSMNeE,Stan Monsta X,4
"""What Is This Heart?""",How To Dress Well,spotify:album:54E5JvQWalx8xQ7TAeBGvf,Stan Monsta X,6
Never Hungover Again,Joyce Manor,spotify:album:6cPoZUF1MLvQvXkfDGHwsf,Stan Monsta X,6
Nobody's Smiling,Common,spotify:album:6sG3BcBh4DlQ9dzW6BHklG,Stan Monsta X,6
Pikapika Fantajin,Kyary Pamyu Pamyu,spotify:album:3v6YUUTE2UWuIAnGo8m5fu,Stan Monsta X,7
They Want My Soul,Spoon,spotify:album:27aGuncIbiQ520Sa1F4NuM,Stan Monsta X,7
Two,PartyNextDoor,spotify:album:6s2isojT7rGZUgJyymjjKU,Stan Monsta X,2
Worlds,Porter Robinson,spotify:album:7AJPV0L05IyIBid97AvwVD,Stan Monsta X,5
The Thought of You,Otis Brown III,spotify:album:1tpbVb1DkbDbZbRLAok9eh,Stan Monsta X,7
Cellar Door: Terminus Ut Exordium,The Underachievers,spotify:album:4ngKfIliDRLCnLJhhsIV6t,Stan Monsta X,7
The Water[s],Mick Jenkins,spotify:album:5170B9wvcKvzWRWmTp5lCV,Stan Monsta X,8
LP1,FKA Twigs,spotify:album:4in34qwyUghNc9ykmH2BTO,Stan Monsta X,8
Leaving,Spooky Black,spotify:album:34jUAKMBHMCl3hjzb9rsut,Stan Monsta X,5
Self-Titled,Antemasque,spotify:album:5DzRYwar76bPVVrKa3UwB5,Stan Monsta X,7
All You Can Do,Watsky,spotify:album:7dUV1n03xYA8nGE2ancnyD,Stan Monsta X,4
True That,Michael Cera,spotify:album:1uxnZdfM0xoRUhaXy2Iez5,willsmith,5
New York Telephone,Uncommon Nasa,spotify:album:28we07aYdihtPhOXpKLiIS,willsmith,8
Foundations of Burden,Pallbearer,spotify:album:5hcHyM3KYY97gUZzfRlNZb,willsmith,6
Indigo Child,Raury,spotify:album:3HVk2UGwXUfE51s1MmPzrL,Stan Monsta X,4
Green Language,Rustie,spotify:album:63ViYhfaDmyaejYibJtElI,Stan Monsta X,3
Manipulator,Ty Segall,spotify:album:0aXcmVjzU9v63FhFcjgLxp,Stan Monsta X,6
Anchor,Zammuto,spotify:album:1g1i5pfu1HwHlddDNYoS0E,Stan Monsta X,6
I Am King,Code Orange,spotify:album:6T3bpnPxYxnaoRhGVhT7aL,Stan Monsta X,6
Pale Communion,Opeth,spotify:album:0DLImjuzdrOBQKtYLlf3C5,Stan Monsta X,5
Barragán,Blonde Redhead,spotify:album:4XvtXHbIkZVLp65p5KBHMP,Stan Monsta X,6
Angels & Devils,The Bug,spotify:album:1VtXF7X88haeELGGHPnn1m,Stan Monsta X,6
The Physical World,Death From Above 1979,spotify:album:1XNG5bdaBXMKskiPM6xBRO,Stan Monsta X,6
Primitive and Deadly,Earth,spotify:album:1IQcIcLBB1bnUOvSrKf063,Stan Monsta X,6
Unknown Memory,Yung Lean,spotify:album:2tKxjvmkxcMWzVmNhsaX02,Stan Monsta X,4
Self-Titled,NehruvianDOOM,spotify:album:0EPbbTdPkqx56u9Px0diOZ,Stan Monsta X,5
Goddess,Banks,spotify:album:7Kqq7EOubrf7bSaiyhfWY3,Stan Monsta X,5
Syro,Aphex Twin,spotify:album:6oRuinkJdTge4hpTuClEF8,Stan Monsta X,6
Perfect Hair,Busdriver,spotify:album:5f9H4fFLC7oQRRFj6i50ow,Stan Monsta X,8
A Toothpaste Suburb,Milo,spotify:album:473XKZtu5RvkSrFNfD3C7p,Stan Monsta X,5
Tyranny,Julian Casablancas + The Voidz,spotify:album:7c4ieJ3V8fIAdhp2jMUsUa,Emerson K,7
El Pintor,Interpol,spotify:album:22DVAydYXgXK1yxNZffMp9,Stan Monsta X,6
Too Bright,Perfume Genius,spotify:album:28FxHb9OJRzAch4DwUUsaT,Stan Monsta X,8
Tomorrow's Modern Boxes,Thom Yorke,spotify:album:3FGqqmmClj3E1mzyaNpU6k,Emerson K,6
Dude Incredible,Shellac,spotify:album:6EVV6HCplakAL062bgLQdP,Emerson K,6
Plowing Into the Field of Love,Iceage,spotify:album:2zFpmXJsyl4HnMY1hZcfIe,Emerson K,9
Wonder Where We Land,SBTRKT,spotify:album:6ce0iHUNEFDL2UWJjXlI6L,Emerson K,5
You're Dead,Flying Lotus,spotify:album:29luvT98TnqHjVDYSRbbrj,Emerson K,8
Our Love,Caribou,spotify:album:5r4nz5LZHeGUcZCrWbfWkx,Emerson K,6
Time To Die,Electric Wizard,spotify:album:0Wog8ZTHQGjngwsB0d7Ueo,Emerson K,5
This Is All Yours,alt-J,spotify:album:4oktVvRuO1In9B7Hz0xm0a,SPOOPI,7
Everything Will Be Alright In The End,Weezer,spotify:album:5bwoCpDhski3iIxwsdgPTM,Emerson K,7
This Is My Hand,My Brightest Diamond,spotify:album:1lLPBlF1s9mXzu6T2j7WaM,Emerson K,7
A World Lit Only By Fire,Godflesh,spotify:album:1UbMFz1E6gcjrIvqohXoBk,Emerson K,7
...And Star Power,Foxygen,spotify:album:4lJP3IJW1TAoKoHDatwTj8,Emerson K,2
Banco,Sir Michael Rocks,spotify:album:4wc88BZAbZGM5ZJc9h39jX,Emerson K,7
Soused,Scott Walker + Sunn o))),spotify:album:35QvDKN3TUg5CbKeHKjKho,Jacob,6
Hell Can Wait,Vince Staples,spotify:album:7mxpMxmMM8RN39YRlo08v7,Emerson K,7
Under Pressure,Logic,spotify:album:3mmsiTfdurVQwtBCO9MDD5,MasterEth,6
Lifer,Dope Body,spotify:album:3z80hbZdyzBlIIO4hOSPXs,Emerson K,8
Run the Jewels 2,Run the Jewels,spotify:album:4Loc7NtCAo9mypHO6kbviD,Emerson K,8
Self-Titled,Royal Blood,spotify:album:7DJijwZ2wqJrgLpcRMxs3G,Emerson K,5
Mr. Noah,Panda Bear,spotify:album:15QmWLcNvbqWWPj4gfbrzh,Emerson K,6
VI: Flora,Botanist,spotify:album:0AaFNWHjbWlY4haVYnn6rj,Emerson K,8
Bestial Burden,Pharmakon,spotify:album:3HOtmw25fWCfpvAlxl9H8p,Emerson K,5
.5: The Gray Chapter,Slipknot,spotify:album:0ApKaazNHf0gzjAYZauexq,Emerson K,4
If There's A Hell Below,Black Milk,spotify:album:7IoqPPJ57314tLREX9zkHm,Emerson K,6
La Isla Bonita,Deerhoof,spotify:album:5Iqhz7FGP7OhcKotqIuXdV,Emerson K,7
Between Bodies,The World Is A Beautiful Place...,spotify:album:1jXsFr3rpcAicCnUdgc5bn,Emerson K,5
Xen,Arca,spotify:album:5FLsmazQWaDK9JGqdzHlN4,Stan Monsta X,6
Cadillactica,Big K.R.I.T.,spotify:album:6S1ItzAtGWyBLGiFkeMRc2,Stan Monsta X,6
Coffins On Io,Kayo Dot,spotify:album:7gx6LAdPZvezAlq1GBN4wg,Stan Monsta X,6
Rhythm,Wildbirds & Peacedrums,spotify:album:3hPPmHLUkRvj3QToS4Y1up,Stan Monsta X,8
Broke With Expensive Taste,Azealia Banks,spotify:album:1YmJl4Cm06bArz3D560pzk,Stan Monsta X,5
Keep You,Pianos Become The Teeth,spotify:album:6FIG1qaWuCW4SiY2EtLJE7,Stan Monsta X,4
Black Metal,Dean Blunt,spotify:album:3NaLxwBorilUsVXaB9NCKw,Stan Monsta X,8
Blue,iamamiwhoami,spotify:album:0mECQjDNmBl1vThYWBQX5D,Stan Monsta X,6
Pom Pom,Ariel Pink,spotify:album:4UhaqAS8V23KozB3dzLMax,Stan Monsta X,9
Self-Titled,Sterilizer,spotify:album:29G5rAldBR9RYTi0dVi39D,Stan Monsta X,7
The Endless River,Pink Floyd,spotify:album:0fXAlQ9wTG2glNJvZEkBZc,Stan Monsta X,6
Past 21: Beyond The Arctic Cell,Megaton Leviathan,spotify:album:6kQNv6rEqLuIJy7920uDWS,Stan Monsta X,7
Seeds,TVOTR,spotify:album:2pJdnCpeXm3KVUlyuNSeRX,Papua sedang dijajah,6
The Church,Mr. Oizo,spotify:album:3w40jzZ8eekpde29dBovwK,Stan Monsta X,7
Faith In Strangers,Andy Stott,spotify:album:1BzMONuUlgUnqOrg2aQeAY,Stan Monsta X,7
Self-TItled,Clark,spotify:album:13944rqffz0QLBUe04vY0r,Stan Monsta X,6
Annabel Dream Reader,The Wytches,spotify:album:6yRRmOn24Yr8ajcWxdjUYQ,Stan Monsta X,8
36 Seasons,Ghostface Killah,spotify:album:2MNtOTfhYOxIw5xWEQHUvZ,Stan Monsta X,5
2014 Forest Hills Drive,J. Cole,spotify:album:7viNUmZZ8ztn2UB4XB3jIL,Stan Monsta X,6
Full of Hell & Merzbow,Full of Hell,spotify:album:5TOfimDwyiJ71grEQMd9UH,Stan Monsta X,8
A Better Tomorow,Wu-Tang Clan,spotify:album:1eFLCXEcuThN3QpMffhfvy,Stan Monsta X,6
Sonic Highways,Foo Fighters,spotify:album:2qwN15acAl3sm3Idce5vK9,Stan Monsta X,5
Bestiary,Hail Mary Mallon,spotify:album:6DHjCoyzEhieySQksPycFD,Stan Monsta X,5
Black Messiah,D'Angelo and The Vanguard,spotify:album:5Hfbag0SsHxafx1SySFSX6,Emerson K,8
Fashion Week,Death Grips,spotify:album:0T0hdMTypoYTFhgk4ugXkN,Aaron Muir Hamilton,7
Self-Titled,Viet Cong,spotify:album:55o2mmwmXmaHm53Q6XwiPb,Papua sedang dijajah,7
No Cities To Love,Sleater-Kinney,spotify:album:1l7gMbzE7RRAdYddJSfM5B,Emerson K,7
Panda Bear Meets the Grim Reaper,Panda Bear,spotify:album:4iRqf2zoGhh7yO5evg1NYj,Emerson K,4
B4.DA.$$,Joey Bada$$,spotify:album:4diNkL6XWhuGmSQHiyiUPt,Emerson K,8
Girls In Peacetime Want To Dance,Belle and Sebastian,spotify:album:3Gy0FCDIx9MoliXd3YcTBt,Emerson K,6
Apex Predator -- Easy Meat,Napalm Death,spotify:album:3McUmHqMv5K9JRdbBDP2RH,Emerson K,8
Tetsuo & Youth,Lupe Fiasco,spotify:album:7F58zK8t8whSFjX5X09d28,Emerson K,7
Vulnicura,Björk,spotify:album:1ttnHZ0HVGMSMTJdZZ7kYK,SPOOPI,8
Hyperview,Title Fight,spotify:album:1xRsnyytuSTf1rIxWV8m2r,Emerson K,4
Sauna,Mount Eerie,spotify:album:4YvHV6TiYIVx1HDw6aIos7,Emerson K,6
Tierra Y Libertad,Xibalba,spotify:album:0A4FDgaIHNwVoh0rgFeduI,Emerson K,6
Xe,Zs,spotify:album:1Jarr8qu9i0fUn8g3toRiV,Emerson K,8
Lost Themes,John Carpenter,spotify:album:5cm51rdS0RSbMAmI8TbQu9,Stan Monsta X,7
Coin Coin Chapter 3: River Run Thee,Matana Roberts,spotify:album:3rLsYmzeiIzXAHfOdelXpR,Stan Monsta X,6
A Special Episode Of,Open Mike Eagle,spotify:album:7BlWNRjwKnLrf7yf0VdSvg,Stan Monsta X,8
"I Love You, Honeybear",Father John Misty,spotify:album:7buEcyw6fJF3WPgr06BomH,Stan Monsta X,8
"Man, It Feels Like Space Again",Pond,spotify:album:60aAmcYX5tw7r9ZQ1HF34q,Stan Monsta X,6
Kinison,Your Old Droog,spotify:album:5ciqdODkbVGihXGWzllRQf,Stan Monsta X,8
Sour Soul,BADBADNOTGOOD & Ghostface Killah,spotify:album:7gP4vkln7Qmbycgx8WwTzL,Stan Monsta X,6
Supersonic Home,Adventures,spotify:album:5gW9bcheGSZkLCNg9hITp9,Stan Monsta X,7
EarthEE,THEESatisfaction,spotify:album:0c8JLytjs7pk4PDPwhYCOH,Stan Monsta X,7
Rose Mountain,Screaming Females,spotify:album:3XSkwmy0nUXJcLCuz7JvnN,Stan Monsta X,6
Citizen Zombie,The Pop Group,spotify:album:2o50w1lBfb1aUe1adxIapF,Stan Monsta X,9
T?U,Negur? Bunget,spotify:album:05mo7x3DTQhUArIZoyvOaW,Stan Monsta X,5
Gliss Riffer,Dan Deacon,spotify:album:7c0DRALsdT9K7FLQBTR9PS,Stan Monsta X,5
Heavy Dancing,Swain,spotify:album:6c3DZyzRyMOUKN4NoIbXns,Stan Monsta X,7
We Cool?,Jeff Rosenstock,spotify:album:4tsMFFM75X0MumksfgBEl2,Stan Monsta X,8
The Ecology,Fashawn,spotify:album:4FgPlsTZ47pXPogGUQBki4,Stan Monsta X,5
Blade of the Ronin,Cannibal Ox,spotify:album:7jmOssQi3Y8s6AYZ07tW8w,Stan Monsta X,5
You're Better Than This,Pile,spotify:album:1rhRbObNIBv3go6twKKfb5,Emerson K,6
Scar Sighted,Leviathan,spotify:album:4hnlvhL0RR3AH2YOVChSsh,Emerson K,8
Eat Pray Thug,Heems,spotify:album:6y8FPX1d76PLgTuu2FvFAL,Aaron Muir Hamilton,4
Hand. Cannot. Erase.,Steven Wilson,spotify:album:6P7vL4vGgyrD7q9VR9BcnV,Emerson K,6
Fantasy Empire,Lightning Bolt,spotify:album:0Z0aI5ATk4kmQfTSANB0Z1,Emerson K,7
No Now,Clarence Clarity,spotify:album:2u5TtrM2q61VepuKI8lHdu,Emerson K,8
Aureate Gloom,of Montreal,spotify:album:0srjjj6eDgNMZRLppF2T11,Emerson K,6
Strangers To Ourselves,Modest Mouse,spotify:album:6iKqPv9C5oU29LR82N8lJf,Emerson K,5
To Pimp A Butterfly,Kendrick Lamar,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,Aaron Muir Hamilton,10
Short Movie,Laura Marling,spotify:album:1b24Q3bm6CikXV38s5p9p2,Eammon Hart,7
The Powers That B (Niggas On the Moon / Jenny Death),Death Grips,spotify:album:5Y04ylQjDWsawOUJXzY4YO,Papua sedang dijajah,9
Carrie & Lowell,Sufjan Stevens,spotify:album:0U8DeqqKDgIhIiWOdqiQXE,Papua sedang dijajah,7
Mr. Wonderful,Action Bronson,spotify:album:7ijgeLAW3W3vZ9jf6tozFq,Papua sedang dijajah,5
"Asunder, Sweet and Other Distress",Godspeed You! Black Emperor,spotify:album:3ld6n4RnKT8mYYOhAOg2Kf,Papua sedang dijajah,6
The Ark Work,Liturgy,spotify:album:6GqOWek4cF5UVOEm8q5Vfb,Papua sedang dijajah,7
"I Don't Like Shit, I Don't Go Outside",Earl Sweatshirt,spotify:album:3wUv2IjD5hPrqlPakpczQa,Papua sedang dijajah,6
Another Eternity,Purity Ring,spotify:album:4ymjpcGruNuUUUZOeGawLe,Papua sedang dijajah,4
Living Fields,Portico,spotify:album:5s8lPeHr4gkj2ZONxf2l33,Papua sedang dijajah,3
"Today, I Wrote Nothing",Billy Woods,spotify:album:578EhAhXaSpSXdXzYtlFT2,Papua sedang dijajah,7
"Sometimes I Sit and Think, and Sometimes I Just Sit",Courtney Barnett,spotify:album:1InNVNQDbgjDG0uS1tjjLd,Papua sedang dijajah,5
White Men Are Black Men Too,Young Fathers,spotify:album:3xtwcBeltPMO0I4PnDfV0k,Papua sedang dijajah,8
Dark Red,Shlohmo,spotify:album:5Qcg83PihIxOIuoPQN3RJ0,Papua sedang dijajah,6
Eclipse,Twin Shadow,spotify:album:4MkY7K5eyXl0Ts42KLCyir,Papua sedang dijajah,3
Cherry Bomb,"Tyler, The Creator",spotify:album:621OhgnZJ7Pz8iUazct1In,moonberserker,3
Kintsugi,Death Cab For Cutie,spotify:album:6BK3muExDOuk0VnyMn9NVw,Papua sedang dijajah,5
Undertow,Drenge,spotify:album:1M5f9LjxRgiUbgXTaWeBPI,Papua sedang dijajah,5
Beat The Champ,The Mountain Goats,spotify:album:6g7mrQCnCgS6lp2ZNFzkIU,Papua sedang dijajah,8
Damogen Furies,Squarepusher,spotify:album:6g7mrQCnCgS6lp2ZNFzkIU,Papua sedang dijajah,6
Instant Gratification,Dance Gavin Dance,spotify:album:75Z98z7kl42oWcT0UvtO6e,Papua sedang dijajah,1
Barter 6,Young Thug,spotify:album:0BsMZIueWsJLWng8A7sE8e,Papua sedang dijajah,5
Sound & Color,Alabama Shakes,spotify:album:03nQNGFi3dIxg6ghNbtVWW,Papua sedang dijajah,8
This World Is Not Enough,Marching Church,spotify:album:7lCJ6OQ3iWg52TvbmGZemn,Papua sedang dijajah,6
What For?,Toro Y Moi,spotify:album:5IFt4HfQU8t336zryKaAyr,Papua sedang dijajah,7
The Children of the Night,Tribulation,spotify:album:4whOD3w1OmMhEcv54ai3Ju,Papua sedang dijajah,7
Love Story,Yelawolf,spotify:album:4mugszxpE45gV3mObOBlpN,Papua sedang dijajah,3
Never Were the Way She Was,Colin Stetson and Sarah Neufeld,spotify:album:5XWTi7aJnVcihhmN3vGqwD,Papua sedang dijajah,8
IF,Paul de Jong,spotify:album:2r2Twru3VO9lOJXaaWTLhy,Papua sedang dijajah,7
The Magic Whip,Blur,spotify:album:0nSzBICzQHea8grwfqa5Gb,Papua sedang dijajah,7
The Epic,Kamasi Washington,spotify:album:2j2q2ySuVk43eHB8wI5XQj,Papua sedang dijajah,9
Sprinter,Torres,spotify:album:4Uq7Rw4cUuSWrdQgfksMOl,Papua sedang dijajah,5
The Album About Nothing,Wale,spotify:album:6aCr3UaB8lM9g6TtFB3qwd,SPOOPI,4
Dark Bird Is Home,The Tallest Man On Earth,spotify:album:0xslWXhRXD9yYL8ZV5n41r,Papua sedang dijajah,6
Choose Your Weapon,Hiatus Kaiyote,spotify:album:3qzmmmRmVBiOuMvrerfW4z,Papua sedang dijajah,5
Platform,Holly Herndon,spotify:album:1x1agDGl1Y7npXRF7u3prS,( Anonymous ),6
Bush,Snoop Dogg,spotify:album:3UesepjW7Scwi8DV62Qqyn,Abhinav Anand,5
Dumb Flesh,Blanck Mass,spotify:album:2f6y5TjWHIuaiBY9A2ZtHm,Stan Monsta X,6
Sol Invictus,Faith No More,spotify:album:7BTW6Tlb4oE1eMsiHrcwGK,Papua sedang dijajah,6
Frozen Niagara Falls,Prurient,spotify:album:5Pm2WvqxlDttK4hTx1vKe3,Papua sedang dijajah,8
Blurryface,Twenty One Pilots,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,MasterEth,4
Ratchet,Shamir,spotify:album:7vX1WKSgkpG4jwOiaXDVT6,Papua sedang dijajah,5
Days With Dr. Yen Lo,Dr. Yen Lo,spotify:album:6LbpxGSlBiby2Un2YMqe36,Papua sedang dijajah,6
Painted Shut,Hop Along,spotify:album:16fimHkQtXptYBytXfHfUs,Papua sedang dijajah,8
Why Make Sense?,Hot Chip,spotify:album:1ID4yRgxYUutcLKzYDcln4,Papua sedang dijajah,6
At. Long. Last. A$AP,A$AP Rocky,spotify:album:3arNdjotCvtiiLFfjKngMc,Papua sedang dijajah,5
Multi-Love,Unknown Mortal Orchestra,spotify:album:587Clxxo1i5flgjvS52bEC,Papua sedang dijajah,8
Surf,Donnie Trumpet & the Social Experiment,spotify:album:3eM1KTKmpqrQOvuvYY42cr,Papua sedang dijajah,4
Self-Titled,Algiers,spotify:album:24hXu3nSvxjwfYbbJIG3U0,Stan Monsta X,8
Mutilator Defeated At Last,Thee Oh Sees,spotify:album:31e4Yq05lmd00H8Iardp17,Papua sedang dijajah,6
In Colour,Jamie xx,spotify:album:0AVPusXNzK1jWwefBiPJ5I,Papua sedang dijajah,7
Universal Themes,Sun Kil Moon,spotify:album:0w8sl9yaolfatPSLaDcuoz,Papua sedang dijajah,6
Drones,Muse,spotify:album:3xIkeTNjgYDW6Rc7ai5UWu,Papua sedang dijajah,5
"How Big, How Blue, How Beautiful",Florence + The Machine,spotify:album:2jn2n5OkuHliOLKCqHnjXV,Papua sedang dijajah,7
Luminiferous,High On Fire,spotify:album:2O1NiSIcZCa4ilT9tpkCzi,Papua sedang dijajah,8
32 Zel / Planet Shrooms,Denzel Curry,spotify:album:1t05YAzxjK1HqLD2KcBjx5,Stan Monsta X,6
Lantern,Hudson Mohawke,spotify:album:77ssrzSiIdGl7zaKn3oFx0,Papua sedang dijajah,5
GUUD,Ash Koosha,spotify:album:2MxeYdiDEVMIkBtUPdoF92,Papua sedang dijajah,8
Pale Horses,mewithoutYOU,spotify:album:2MTXMfsOkslZlj0fQgnRw3,Papua sedang dijajah,5
Success,KEN mode,spotify:album:6u9e0MBGZ4YuV1ZwrApFvp,Papua sedang dijajah,8
The Beyond / Where the Giants Roam,Thundercat,spotify:album:1atZ1TiIPZZec0oiyY1mBl,Papua sedang dijajah,6
Summertime 06,Vince Staples,spotify:album:4Csoz10NhNJOrCTUoPBdUD,SPOOPI,6
Every Hero Needs A Villain,Czarface,spotify:album:41LvlG1SKgfysJoUFE1cOK,Coby,8
Everybody Is Going To Heaven,Citizen,spotify:album:57RfRNFb1EVxwzmebHHIUJ,Coby,3
Payola,Desaparecidos,spotify:album:0znk4I7BChCGG8SZ5nRneU,Thomas Buckley,5
"God, Money, War",King Los,spotify:album:6fZLItAImf0KyRzAI7F2NF,Thomas Buckley,6
Freedom!,Refused,spotify:album:5v1nEWLED30iSsHfkrF34f,Thomas Buckley,4
Dreams Worth More Than Money,Meek Mill,spotify:album:2O3OKOYCub892PUGprsaQo,Thomas Buckley,7
Wildheart,Miguel,spotify:album:6W8ZsoinSMViZMh9aYK7gQ,Thomas Buckley,5
Ego Death,The Internet,spotify:album:69g3CtOVg98TPOwqmI2K7Q,Thomas Buckley,5
Free Weezy Album,Lil Wayne,spotify:album:1ULcMzWHqx2cdRktJdBUmF,Coby,4
Currents,Tame Impala,spotify:album:79dL7FLiJFOO0EoehUHQBv,Jacob Badali,7
Get to Heaven,Everything Everything,spotify:album:2UJUCicAuQjIqBOFIvPzIx,Coby,8
Magnifique,Ratatat,spotify:album:4Lp4NxL8v03Mxg3hbAgW1Z,Coby,7
Born In the Echoes,The Chemical Brothers,spotify:album:3XUVUh6hisN43r2eZAOJRD,Coby,7
DS2,Future,spotify:album:0fUy6IdLHDpGNwavIlhEsl,Coby,6
"Fingers, Bank Pads & Shoeprints",RP Boo,spotify:album:7CHn7JiIZm97eTDu5ONUGk,Coby,7
Self-Titled,Corpo-Mente,spotify:album:13TFD9hLg0f7pVgsnfGvlf,Coby,7
Innocent Country,Quelle Chris,spotify:album:1rkcu5nUwSJymCZtjii0kh,Coby,7
Live From the Dentist Office,Injury Reserve,spotify:album:4SCGBO6mCW5KJvprGPOeKx,Coby,8
Pound Syndrome,Hopsin,spotify:album:0gqrRf9j8TdNnn0HngmeRA,Coby,3
Key Markets,Sleaford Mods,spotify:album:5v5XTM8IhfQUzKgaarEpPK,Coby,8
The Most Lamentable Tragedy,Titus Andronicus,spotify:album:6tcFu0TqSurn0s4unYDXSO,Coby,4
Another One,Mac DeMarco,spotify:album:0qE5QSP0wAkhMzt8X4TGPC,Coby,7
Star Wars,Wilco,spotify:album:7BD2cOGKumTOMctWSysCD5,Jacob Badali,6
Suicide Euphoria,Pissgrave,spotify:album:665dNixFI8wcSx4q0BD8e2,Coby,7
Blood,Lianne La Havas,spotify:album:0OyUgwL97FT5MWpBLqL6br,Coby,8
Butter Fly,Lee Scott,spotify:album:1tWMGZrS1esZu7VXdCmhD4,Coby,6
Professional Rapper,Lil Dicky,spotify:album:5eLVoIPq7P3Bu29lVgD4x0,Coby,2
Abyss,Chelsea Wolfe,spotify:album:7bDxnaImZCM2TJbsI1gMVi,Coby,8
Holographic Violence,Grave Babies,spotify:album:0HqxFb6k3ueAVO5L03SqqV,( Anonymous ),6
The Anthropocene Extinction,Cattle Decapitation,spotify:album:4QUiNabvDucY1hn8LRmbGd,( Anonymous ),8
M3LL155X,FKA twigs,spotify:album:7rSESybi14vAuEVzkipODD,( Anonymous ),9
Death Magic,Health,spotify:album:2a5KZ4rwrXIm28LvcyjYz5,( Anonymous ),5
Wave[s],Mick Jenkins,spotify:album:302R4KlFy873Aq7YJNPHWr,Coby,6
Meliora,Ghost,spotify:album:3bChCUtpRC1NaCLYD4unbD,Coby,9
Depression Cherry,Beach House,spotify:album:35vTE3hx3AAXtM6okpJIIt,Coby,6
Emotion,Carly Rae Jepsen,spotify:album:6UjZgFbK6CQptu8aOobzPV,Coby,7
Beauty Behind the Madness,The Weeknd,spotify:album:0P3oVJBFOv3TDXlYRhGL7s,Coby,5
Kunk,Dope Body,spotify:album:58VxPdMrm4LtTcH0eK4dqs,Coby,7
Poison Season,Destroyer,spotify:album:1W2B8qW1EDywGkYE6UYDKB,Coby,8
The Expanding Flower Planet,Deradoorian,spotify:album:7GMcCSCdRJkoyZe3ZGLoJS,Coby,6
Ygg Huur,Krallice,spotify:album:0hQQ792F9BFukt4QB3fgxK,Coby,6
What Went Down,Foals,spotify:album:4uIDigk79DeZEYV6Z5Yf4s,Coby,5
Rodeo,Travis Scott,spotify:album:4PWBTB6NYSKQwfo79I3prg,MasterEth,8
Invite the Light,Dam-Funk,spotify:album:24NAohwN8N01dag1DILnM2,Coby,7
The Book of Souls,Iron Maiden,spotify:album:6QKC7ltfafdNeBZkzLdUvF,Coby,6
No Closer To Heaven,The Wonder Years,spotify:album:0kAfY3e4tuxMMAiUdLxeQi,Coby,5
Too,FIDLAR,spotify:album:0qI8J5xjJcdBG52FASB3RC,Coby,4
90059,Jay Rock,spotify:album:1fsvlnonD95p6VTEdQ7zJn,( Anonymous ),6
M,Myrkur,spotify:album:6rJfbMmi86eK8MSXNBUW9s,Coby,6
Sonic Ranch,Whitey Morgan and the 78's,spotify:album:6FkihlChn5sSLKFAqsaqtU,Coby,7
Anthems For Doomed Youth,The Libertines,spotify:album:2xAQCSmRi8kovWG5FR2gI1,Coby,6
La Di Da Di,Battles,spotify:album:5EKVDFC9xHXLrT90ym194g,Coby,6
Evermore: The Art of Duality,The Underachievers,spotify:album:1sJIQRbfTwUKYNEnNn5y09,Coby,8
GO:OD AM,Mac Miller,spotify:album:2Tyx5dLhHYkx6zeAdVaTzN,Coby,7
Honeymoon,Lana Del Rey,spotify:album:2DpEBrjCur1ythIZ10gJWw,Coby,5
Sun Coming Down,Ought,spotify:album:6Il9jwREmViqtjAXbkprVA,Coby,8
Have You In My Wilderness,Julia Holter,spotify:album:0EiGGBzF9wzJn2X8F0Yvjh,Coby,9
Back On Top,The Front Bottoms,spotify:album:2kPUTzKRpqY9mSPlHjL1OR,Coby,6
So the Flies Don't Come,milo,spotify:album:5nBL9MJhWImk6M8S3Pev8Q,Coby,8
New Bermuda,Deafheaven,spotify:album:2e4xOasRFhJn4x2MBM5pdu,Coby,6
Slaves Beyond Death,Black Breath,spotify:album:19Rb9gNBaDwS8A0k5C3STV,Coby,6
Self-Titled,Fetty Wap,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw,CB,5
B'lieve I'm Goin Down...,Kurt Vile,spotify:album:2uRTsStAmo7Z2UwCIvuwMv,Coby,6
V,Wavves,spotify:album:592d2gtYO83FF8awSzrQZE,Coby,4
Caracal,Disclosure,spotify:album:08ipn1MH7xqgoqhUbtvCTy,SPOOPI,6
Self Portrait,Loma Prieta,spotify:album:2hnzJX6vqpBdWWSUfNrgDG,CB,7
The Documentary 2,The Game,spotify:album:4CPMuMFHgMhjlx5ZIzypFL,CB,6
Beach Music,Alex G,spotify:album:0aABjw7BY2iRsK4ZdkwSjF,CB,6
